objectid,title,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,parentid,isvirtual,portfolio,series,sequence,width,height,maxpixels,depictstmsobjectid,assistivetext,constituentid,displayorder,ulanid,preferreddisplayname,forwarddisplayname,lastname,nationality,constituenttype,expanded_url,percent_fromCountry,Country Name,Country,Continent
220957.0,Poem,drypoint in black on Somerset wove paper,"plate: 39.69 × 24.77 cm (15 5/8 × 9 3/4 in.)
sheet: 55.88 × 38.74 cm (22 × 15 1/4 in.)",lower left in graphite: 3/40; lower center in graphite: Poem; lower right in graphite: Bell '08,embossed lower left: [David Krut Workshop] [Jillian Ross],"Bell, Deborah",Deborah Bell,"Christopher and Beverly With, Washington, D.C.; acquired 2019 by the National Gallery of Art",Gift of Christopher and Beverly With in memory of Karl and Gerda With,Print,,0.0,,,0.0,7125.0,10282.0,640.0,220957.0,,51120.0,3.0,,David Krut Workshop,David Krut Workshop,,South African,corporate,https://api.nga.gov/iiif/9c8e4384-f711-4997-a186-049a68dd0ae6/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
92587.0,"La Salle Street, Chicago",gelatin silver print,"overall (image): 18.1 x 19.1 cm (7 1/8 x 7 1/2 in.)
sheet: 20.32 x 20.64 cm (8 x 8 1/8 in.)
mat: 45.72 x 35.56 cm (18 x 14 in.)","signed by artist, lower right, on sheet below image, in graphite: Harry Callahan; on verso, by artist, upper center in graphite: Harry Callahan  P  Multiple Exp; by unknown hand, lower left in graphite: 76.825; lower right in graphite: M-551  3.16.120",,"Callahan, Harry",Harry Callahan,"Callahan family, Atlanta, GA; gift to NGA, 2011.",Gift of the Callahan Family,Photograph,,0.0,,,0.0,3415.0,3251.0,640.0,92587.0,,6715.0,1.0,500000873.0,"Callahan, Harry",Harry Callahan,Callahan,American,individual,https://api.nga.gov/iiif/2b7a3bbd-907a-407a-adeb-71f3577b5eb0/full/full/0/default.jpg,0.709936288331886,United States,US,North America
196947.0,Triste sort des professeurs ...,lithograph,,,,"Daumier, Honoré",Honoré Daumier,,Corcoran Collection (Gift of Dr. Armand Hammer),Print,,0.0,,,0.0,4000.0,3410.0,,196947.0,,1209.0,1.0,500117998.0,"Daumier, Honoré",Honoré Daumier,Daumier,French,individual,https://api.nga.gov/iiif/bba7ebf0-d9aa-4c28-a175-778e48043589/full/full/0/default.jpg,0.1018996419267657,France,FR,Europe
2750.0,Le Songe d'Amour (Love's Dream),stipple etching [proof before engraved title],,,,"Regnault, Nicolas François after Jean-Honoré Fragonard",Nicolas François Regnault after Jean-Honoré Fragonard,,Widener Collection,Print,,0.0,,,0.0,2951.0,4000.0,,2750.0,,5324.0,1.0,500014241.0,"Regnault, Nicolas François",Nicolas François Regnault,Regnault,French,individual,https://api.nga.gov/iiif/e6cbbb82-e095-474f-b6da-3c48cd2d6e43/full/full/0/default.jpg,0.1018996419267657,France,FR,Europe
133993.0,"Seat of Power, from Ubu in Africa","drypoint, aquatint, and roulette with chine collé on wove paper","image: 49.4 x 34.2 cm (19 7/16 x 13 7/16 in.)
sheet: 49.4 x 34.2 cm (19 7/16 x 13 7/16 in.)",lower left in graphite: BELL 14/50; bottom left in plate: SEAT OF POWER; lower center in plate: Throne for King Ubu UBU ROI; lower left in plate: MERDE / MURDER,,"Bell, Deborah",Deborah Bell,"(Robert Brown Gallery, Arlington, October 5, 2000); purchased by Tom Klarner, Washington, DC, 2001; gift to NGA, 2005.

",Gift of Thomas G. Klarner,Print,117237.0,0.0,UBU: ± 101,Ubu in Africa,0.0,2790.0,4000.0,640.0,133993.0,,28747.0,1.0,,"Bell, Deborah",Deborah Bell,Bell,South African,individual,https://api.nga.gov/iiif/7623d50e-8ef9-4481-a78d-391e03e85ac0/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
133992.0,"Act V, Scene 4, from Ubu Tells the Truth","etching, aquatint, drypoint and engraving on Fabriano paper","image: 24 x 30 cm (9 7/16 x 11 13/16 in.)
sheet: 34.6 x 50 cm (13 5/8 x 19 11/16 in.)",lower right in graphite: W Kentridge; lower left in graphite: 19/50; upper left vertically in plate: ACT V; center right vertically in plate: scene 4,BS: CC,"Kentridge, William",William Kentridge,"(Robert Brown Gallery, Arlington, October 5, 2000); purchased by Tom Klarner, Washington, DC, 2001; gift to NGA, 2005.

",Gift of Thomas G. Klarner,Print,117237.0,0.0,UBU: ± 101,Ubu Tells the Truth,0.0,4000.0,3471.0,640.0,133992.0,,28745.0,1.0,500116197.0,"Kentridge, William",William Kentridge,Kentridge,South African,individual,https://api.nga.gov/iiif/61ceec4e-361c-408e-8cb6-9fe69c4fd6c3/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
144929.0,Untitled,etching on laid paper,"plate: 9.84 × 7.94 cm (3 7/8 × 3 1/8 in.)
sheet: 22.7 × 16.51 cm (8 15/16 × 6 1/2 in.)",lower left in graphite: 106/150; lower right in graphite: YVES TANGUY,,"Tanguy, Yves",Yves Tanguy,"Reba and Dave Williams, Greenwich, CT; gift to NGA, 2008","Reba and Dave Williams Collection, Gift of Reba and Dave Williams",Print,146754.0,0.0,Solidarité,Solidarité,0.0,3088.0,4000.0,640.0,144929.0,,5777.0,1.0,500025688.0,"Tanguy, Yves",Yves Tanguy,Tanguy,French,individual,https://api.nga.gov/iiif/8136b0e1-7701-4aab-b70d-3414c2c7cd8d/full/full/0/default.jpg,0.1018996419267657,France,FR,Europe
39966.0,Trabrennen VI,lithograph,,,"Verso, stamped in black ink: COMISION NACIONAL DE MUSEOS / Y MONUMENTOS HISTORICOS / JOSE LUIS BUSANICHE / SECRETARIO GENERALE","Slevogt, Max",Max Slevogt,"Claude Schaefer [1913-2010], Montevideo, Uruguay; sold 1950 to Lessing J. Rosenwald; [1] gift 1950/1951 to the National Gallery of Art. 

[1] In _Recollections of a Collector_, 1976, p. 56-57, Rosenwald described being approached by a young man in South America who offered to sell his father’s collection of prints that he had brought with him from Germany. Rosenwald gives the year as 1951, but his appointment books confirm that it was actually 1950 - he left for Buenos Aires on 9 February 1950 and returned on 20 March 1950 (Library of Congress, Rosenwald Papers, Box 75). Rosenwald writes that he bought the entire collection of some 1100 prints and drawings, but as they had already been scheduled to be sent to Europe they came to the United States via Antwerp, arriving in the US in late April 1950. Rosenwald decided to keep about a quarter of the collection, destined for the National Gallery of Art, and donate the remainder to other institutions. The inventory log of Alverthorpe indicates that just over 300 works were accessioned there in May of 1950, inventory numbers 50.260-50.530, acquired from Claude Schaefer (Gallery Archives, National Gallery of Art, RG 45A1, Rosenwald Papers, Box 41).",Rosenwald Collection,Print,39961.0,0.0,Trabrennen,Trabrennen [1951.10.168-180],0.0,4000.0,3219.0,640.0,39966.0,,3076.0,1.0,500016330.0,"Slevogt, Max",Max Slevogt,Slevogt,German,individual,https://api.nga.gov/iiif/eb2ed548-045d-46fe-80c0-466477aa0f81/full/full/0/default.jpg,0.0407637594762569,Germany,DE,Europe
60693.0,Mercury,engraving,,,,"Goltzius, Hendrik after Polidoro da Caravaggio",Hendrik Goltzius after Polidoro da Caravaggio,,Ailsa Mellon Bruce Fund,Print,,0.0,Gods of Antiquity,Gods of Antiquity,0.0,2427.0,4000.0,,60693.0,,2534.0,1.0,500023327.0,"Goltzius, Hendrick",Hendrick Goltzius,Goltzius,Dutch,individual,https://api.nga.gov/iiif/cac0c252-8b4f-4ab3-ad31-6795a8cd030c/full/full/0/default.jpg,0.0167133365205428,Netherlands,NL,Europe
217107.0,Vues de dos (Back views),"gelatin silver print, glass, paint, cardboard, tape, string","image/sheet: 26.67 × 26.67 cm (10 1/2 × 10 1/2 in.)
framed: 33.34 × 43.18 cm (13 1/8 × 17 in.)","signed by artist, bottom center in blue ink: Malick Sidibé. MS 2004; bottom left in blue ink: Vues de dos - 2003; on verso, Jack Shainman Gallery label bottom center",,"Sidibé, Malick",Malick Sidibé,"Estate of Malick Sidibé, Mali; NGA purchase (through Jack Shainman Gallery, New York), 2018.",Robert B. Menschel and the Vital Projects Fund,Photograph,,0.0,,,0.0,10610.0,8223.0,,217107.0,,44054.0,1.0,500125335.0,"Sidibé, Malick",Malick Sidibé,Sidibé,Malian,individual,https://api.nga.gov/iiif/1097c072-2d73-459f-be41-dcf999c1679d/full/full/0/default.jpg,1.4635145814836135e-05,Mali,ML,Africa
48470.0,The Caged Bird,color woodcut,,,,"Munakata, Shikō",Shikō Munakata,,Rosenwald Collection,Print,,0.0,,,0.0,2758.0,4000.0,640.0,48470.0,,5056.0,1.0,500105681.0,"Munakata, Shikō",Shikō Munakata,Munakata,Japanese,individual,https://api.nga.gov/iiif/20023049-1e63-48c4-8fc3-75ae9170697a/full/full/0/default.jpg,0.0016684066228913,Japan,JP,Asia
53729.0,Three Travelers at the Foot of a High Rock,etching,,,,"Everdingen, Allart van",Allart van Everdingen,,Ailsa Mellon Bruce Fund,Print,,0.0,,,0.0,4000.0,2627.0,,53729.0,,2494.0,1.0,500115159.0,"Everdingen, Allart van",Allart van Everdingen,Everdingen,Dutch,individual,https://api.nga.gov/iiif/f5152241-38d0-4cec-bd0d-3d171a16bc07/full/full/0/default.jpg,0.0167133365205428,Netherlands,NL,Europe
53327.0,Stem Cup,porcelain with underglaze red decoration,overall: 11.7 x 15.6 cm (4 5/8 x 6 1/8 in.),,,Chinese Qing Dynasty,Chinese Qing Dynasty,"(Parish-Watson Gallery, New York); sold to Harry G. Steele [1881-1942], Pasadena; his widow, Grace C. Steele [d. 1974]; gift 1972 to NGA.","Harry G. Steele Collection, Gift of Grace C. Steele",Decorative Art,,0.0,,,0.0,1345.0,1200.0,,53327.0,,8362.0,1.0,500373095.0,Chinese Qing Dynasty,Chinese Qing Dynasty,Chinese Qing Dynasty,Chinese,anonymous,https://api.nga.gov/iiif/7e2554d5-4aea-452f-befb-da9b0e8b9aa4/full/full/0/default.jpg,0.0019074473378669,China,CN,Asia
148724.0,Strike News,lithograph,"Image: 225 x 253 mm
Sheet: 285 x 405 mm","lower left in graphite: 14/20; lower center: ""Strike News""; lower right: Minna Citron '38",,"Citron, Minna",Minna Citron,,"Reba and Dave Williams Collection, Gift of Reba and Dave Williams",Print,,0.0,,,0.0,3328.0,3027.0,640.0,148724.0,,3763.0,1.0,500031530.0,"Citron, Minna",Minna Citron,Citron,American,individual,https://api.nga.gov/iiif/114ba87f-ffe1-4bab-890c-3ff99ce25a1a/full/full/0/default.jpg,0.709936288331886,United States,US,North America
152380.0,Couple in a Clearing,etching on chine collé,"plate: 16.4 x 21.6 cm (6 7/16 x 8 1/2 in.)
sheet: 27 x 35.8 cm (10 5/8 x 14 1/8 in.)","lower left in plate: AC; lower right in plate: Geneve 1838; by later hand, lower right verso in graphite: 1838 Calabi II 11",,"Calame, Alexandre",Alexandre Calame,"(Daniela Laube Inc. Fine Art, New York); purchased 2009 by NGA.",Ailsa Mellon Bruce Fund,Print,150380.0,0.0,,"Essais de gravure à l'eau forte par Alexandre Calame, I, pl. 9",0.0,4000.0,3049.0,,152380.0,,21261.0,1.0,500023774.0,"Calame, Alexandre",Alexandre Calame,Calame,Swiss,individual,https://api.nga.gov/iiif/3468bbf7-7b0e-435f-8abe-b88f39460388/full/full/0/default.jpg,0.0038392865854253,Switzerland,CH,Europe
43057.0,Boats Near Acre,woodcut,,,,"Pins, Jacob",Jacob Pins,,Rosenwald Collection,Print,,0.0,,,0.0,1948.0,4000.0,640.0,43057.0,,5227.0,1.0,500129340.0,"Pins, Jacob",Jacob Pins,Pins,Israeli,individual,https://api.nga.gov/iiif/0292844e-c1ae-480d-90f3-8b6e909646d4/full/full/0/default.jpg,0.0003951489370005,Israel,IL,Asia
210227.0,Riverboat,lithograph in black and yellow with watercolor on Rives BFK wove paper,sheet: 30.32 × 49.53 cm (11 15/16 × 19 1/2 in.),lower right in graphite: 34/56 - Crutchfield - 67; lower left verso in graphite by unknown hand: 1186,"embossed lower right: © [Gemini G.E.L.]; stamped lower left verso in black ink: Gemini G.E.L. / Los Angeles, Calif.","Crutchfield, William",William Crutchfield,"Gemini G.E.L., Los Angeles, California; acquired 2017 by the National Gallery of Art",Gift of Gemini G.E.L. and the Artist,Print,,0.0,,,0.0,4000.0,2441.0,640.0,210227.0,,26507.0,3.0,,"Genis, Fred",Fred Genis,Genis,Australian,individual,https://api.nga.gov/iiif/4de1e76f-d0af-4e71-a837-299d8945f50f/full/full/0/default.jpg,0.0003561218814943,Australia,AU,Oceania
151800.0,Untitled,etching and aquatint in blue on wove paper,"plate: 45.72 × 67.31 cm (18 × 26 1/2 in.)
sheet: 56.83 × 78.42 cm (22 3/8 × 30 7/8 in.)","in graphite, lower left: 1/2 TRIAL PROOF; lower right: J Johns '01","
","Johns, Jasper",Jasper Johns,"the artist, Sharon, Connecticut; acquired 2010 by the National Gallery of Art",Patrons' Permanent Fund and Special Friends of the National Gallery of Art,Print,,0.0,,,0.0,4000.0,2913.0,640.0,151800.0,,2136.0,1.0,500022247.0,"Johns, Jasper",Jasper Johns,Johns,American,individual,https://api.nga.gov/iiif/29e9dbb2-0ff6-4063-b498-3d4bc5b20039/full/full/0/default.jpg,0.709936288331886,United States,US,North America
6829.0,"""Ah Mr. Hardy, Mr. Hardy, if you only knew all the circumstances...""",drypoint,,,,"Dyson, Will",Will Dyson,,Rosenwald Collection,Print,,0.0,,,0.0,4000.0,2917.0,640.0,6829.0,,4008.0,1.0,500113030.0,"Dyson, Will",Will Dyson,Dyson,Australian,individual,https://api.nga.gov/iiif/9b625788-593a-4e9a-9cef-6fe099e552a5/full/full/0/default.jpg,0.0003561218814943,Australia,AU,Oceania
62629.0,Young Woman in Black Stockings (Jeune femme aux bas noirs),lithograph in black on wove paper,"image: 28.8 x 12.7 cm (11 5/16 x 5 in.)
sheet: 37.7 x 28.1 cm (14 13/16 x 11 1/16 in.)","lower right in plate: PB; by later hand, lower left in graphite: Terrasse #8 / jeune fille aux / bas noirs (Escarmouche)  Sic 61 / 8 x 13 1/2 / No 59 PBonnard; by later hand, lower left verso in graphite: #356",,"Bonnard, Pierre",Pierre Bonnard,,Ailsa Mellon Bruce Fund,Print,,0.0,l'Escarmouche,l'Escarmouche,0.0,1848.0,4000.0,640.0,62629.0,,22920.0,2.0,,"Ancourt, Edouard",Edouard Ancourt,Ancourt,French,individual,https://api.nga.gov/iiif/e44e0fb4-bc1f-48ee-823f-6696d52a080a/full/full/0/default.jpg,0.1018996419267657,France,FR,Europe
9225.0,Pendant,engraving,,,,"Nanteuil, Robert",Robert Nanteuil,,Rosenwald Collection,Print,,0.0,,,0.0,2828.0,4000.0,,9225.0,,2659.0,1.0,500023363.0,"Nanteuil, Robert",Robert Nanteuil,Nanteuil,French,individual,https://api.nga.gov/iiif/caddd319-47d1-46f2-af95-086250cebc4c/full/full/0/default.jpg,0.1018996419267657,France,FR,Europe
137007.0,Spinifex Country,color aquatint with sugarlift aquatint,"plate: 10.2 x 11.8 cm (4 x 4 5/8 in.)
sheet: 21.9 x 22.6 cm (8 5/8 x 8 7/8 in.)","lower left below platemark in graphite: OK; lower right below platemark in graphite: DoroThy; upper center verso in graphite: TOP. TREES.; lower center verso in graphite: B 1001. SANGUINE / GREY MIX (SILVER, BU, EX) / 981 / DNPRINT 11; lower right verso in graphite: Napangardi: Spinifex Country OKTP",,"Napangardi, Dorothy",Dorothy Napangardi,"Acquired by NGA from Kathan Brown, San Francisco, 2006.





",Gift of Kathan Brown,Print,,0.0,,,0.0,3885.0,3611.0,640.0,137007.0,,30512.0,1.0,,"Napangardi, Dorothy",Dorothy Napangardi,Napangardi,Australian,individual,https://api.nga.gov/iiif/97ab8f04-443f-4906-8140-a022c5808339/full/full/0/default.jpg,0.0003561218814943,Australia,AU,Oceania
177181.0,Aphrodite with Eros,terracotta,overall: 19.6 × 8.57 × 4.76 cm (7 11/16 × 3 3/8 × 1 7/8 in.),,,Tanagra 4th/3rd Century B.C.,Tanagra 4th/3rd Century B.C.,"Acquired between about 1890 and 1910 by Raphaël Collin [1850-1916], Paris;[1] purchased c. 1911 by William Andrews Clark [1839-1925], New York; bequest 1926 to the Corcoran Gallery of Art, Washington; acquired 2014 by the National Gallery of Art.


[1] Details about the formation of the antiquities collection acquired by William Clark are in the Clark collection records, in NGA curatorial files. Collin was a painter, and a student of Greek history and archaeology, who had the advice of Edmond Pottier in assembling the collection. Pottier was a director of the French School of Archaeology in Athens, and curator of the Greek and Roman department at the Louvre in Paris. The works in the collection were mostly made originally for household use, then found their way into tombs in ancient Greece, as belongings of the deceased or as offerings at the time of burial.",Corcoran Collection (William A. Clark Collection),Sculpture,,0.0,,,0.0,7397.0,10356.0,640.0,177181.0,,51314.0,2.0,,Tanagra 3rd Century B.C.,Tanagra 3rd Century B.C.,Tanagra 3rd Century B.C.,Greek,individual,https://api.nga.gov/iiif/5bcffced-22f3-48a4-b668-7aa1d3200e77/full/full/0/default.jpg,0.0003463651176177,Greece,GR,Europe
1744.0,Reticulated Perfume Ball,porcelain with famille verte enamels on the biscuit,overall: 10.5 x 10.8 cm (4 1/8 x 4 1/4 in.),,,Chinese Qing Dynasty,Chinese Qing Dynasty,"J. Pierpont Morgan [1837-1913], New York. (Duveen Brothers, New York and London); sold to 1915 to Peter A. B. Widener, Lynnewood Hall, Elkins Park, Pennsylvania; inheritance from Estate of Peter A. B. Widener by gift through power of appointment of Joseph E. Widener, Elkins Park, Pennsylvania; gift 1942 to NGA.",Widener Collection,Decorative Art,,0.0,,,0.0,619.0,1200.0,,1744.0,,8362.0,1.0,500373095.0,Chinese Qing Dynasty,Chinese Qing Dynasty,Chinese Qing Dynasty,Chinese,anonymous,https://api.nga.gov/iiif/d9dbc5fd-51c4-4193-bd91-4ca8846756ca/full/full/0/default.jpg,0.0019074473378669,China,CN,Asia
47042.0,Untitled [plate L],7-color woodcut and collage on China paper,sheet: 30.8 × 25.08 cm (12 1/8 × 9 7/8 in.),,,"Miró, Joan",Joan Miró,,Rosenwald Collection,Print,46993.0,0.0,A toute épreuve (page 58),A toute épreuve,0.0,3244.0,4000.0,640.0,47042.0,,1721.0,1.0,500014094.0,"Miró, Joan",Joan Miró,Miró,Spanish,individual,https://api.nga.gov/iiif/b11d6460-4bfa-47ea-af03-6ae8e610783d/full/full/0/default.jpg,0.0038734352589932,Spain,ES,Europe
220958.0,Nature Morte,drypoint in black on Somerset wove paper,"plate: 20 × 24.77 cm (7 7/8 × 9 3/4 in.)
sheet: 55.88 × 38.89 cm (22 × 15 5/16 in.)",lower left in graphite: 1/40; lower center in graphite: Nature Morte; lower right in graphite: Bell '08,embossed lower left: [David Krut Workshop] [Jillian Ross],"Bell, Deborah",Deborah Bell,"Christopher and Beverly With, Washington, D.C.; acquired 2019 by the National Gallery of Art",Gift of Christopher and Beverly With in memory of Karl and Gerda With,Print,,0.0,,,0.0,7180.0,10266.0,640.0,220958.0,,28747.0,1.0,,"Bell, Deborah",Deborah Bell,Bell,South African,individual,https://api.nga.gov/iiif/25178339-48cf-4fb7-9d2c-5004732bb3f9/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
10685.0,Tenth Plague of Egypt,etching and mezzotint,,,,"Turner, Joseph Mallord William and William Say",Joseph Mallord William Turner and William Say,,Rosenwald Collection,Print,,0.0,Liber Studiorum: no.61,Liber Studiorum: no.61 [Finberg 1-71; 1943.3.8129-8199],0.0,4000.0,2862.0,,10685.0,,1939.0,2.0,500026846.0,"Turner, Joseph Mallord William",Joseph Mallord William Turner,Turner,British,individual,https://api.nga.gov/iiif/328d86d0-6540-4f5f-a2b7-d803db42e97b/full/full/0/default.jpg,0.029704467622179,United Kingdom,GB,Europe
105707.0,Trans Asian,color woodcut on silk and Xuan Zhi paper,sheet: 55.3 x 43.2 cm (21 3/4 x 17 in.),"in graphite; at top center: Richard Tuttle / OKTP 1993; inscriptions erased; lower left: [""TRANS ASIAN 1990""]; lower right: [Richard Tuttle 1993""]",,"Tuttle, Richard",Richard Tuttle,Acquired by NGA in 1998 directly from Kathan Brown.,Gift of Kathan Brown,Print,,0.0,,,0.0,3113.0,4000.0,640.0,105707.0,,26704.0,3.0,,"Ming, Jiang",Jiang Ming,Ming,Chinese,individual,https://api.nga.gov/iiif/79cc5699-47dc-4969-8043-cd3bf9482625/full/full/0/default.jpg,0.0019074473378669,China,CN,Asia
42986.0,The Dog and the Sheep,woodcut,,,,"Frasconi, Antonio",Antonio Frasconi,,Rosenwald Collection,Print,,0.0,Some Well Known Fables,Some Well Known Fables [1954.12.38-52],0.0,2857.0,4000.0,640.0,42986.0,,2718.0,1.0,500325128.0,"Rosenwald, Lessing Julius",Lessing Julius Rosenwald,Rosenwald,American,individual,https://api.nga.gov/iiif/e3147860-f9fc-44b5-b4a6-85f21beaeb59/full/full/0/default.jpg,0.709936288331886,United States,US,North America
134019.0,Chairs,photogravure with drypoint on wove paper,"image: 35.24 × 48.9 cm (13 7/8 × 19 1/4 in.)
sheet: 50.48 × 65.72 cm (19 7/8 × 25 7/8 in.)",lower left in graphite: 7/30; lower right in graphite: W Kentridge,,"Kentridge, William",William Kentridge,"(Robert Brown Gallery, Arlington, VA); purchased by Thomas G. Klarner, Arlington, VA [1954-2014]; by inheritance, Neal Turtell, Arlington, VA; gift to NGA, 2018.","Thomas G. Klarner Collection, Gift of Neal Turtell",Print,,0.0,Zeno Writing II,Zeno Writing II,0.0,9703.0,7334.0,640.0,134019.0,,28745.0,1.0,500116197.0,"Kentridge, William",William Kentridge,Kentridge,South African,individual,https://api.nga.gov/iiif/0c2d4d2f-0bb5-4470-bceb-f769509ec957/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
142747.0,Cicada II [trial proof],color screenprint on laid paper,"image: 45.09 × 34.29 cm (17 3/4 × 13 1/2 in.)
sheet: 55.88 × 44.45 cm (22 × 17 1/2 in.)","in graphite, lower left: TRIAL PROOF; J Johns '79",,"Johns, Jasper",Jasper Johns,"the artist, Sharon, Connecticut; acquired 2008 by the National Gallery of Art",Patrons' Permanent Fund and Special Friends of the National Gallery of Art,Print,,0.0,,,0.0,3220.0,4000.0,640.0,142747.0,,25034.0,3.0,,"Nonaka, Kenjiro",Kenjiro Nonaka,Nonaka,Japanese,individual,https://api.nga.gov/iiif/3ad9464d-3c72-4dd9-8ebb-4c8feae8ea8d/full/full/0/default.jpg,0.0016684066228913,Japan,JP,Asia
132557.0,Numbers,lithograph in gray on wove paper,sheet: 83.8 x 60.8 cm (33 x 23 15/16 in.),"lower right below image in graphite: 1/2 PROOF, PLATE IN GRAY / J Johns 67",blind stamp: [chop of Universal Limited Art Editions],"Johns, Jasper",Jasper Johns,"the artist, Sharon, Connecticut; acquired 2004 by the National Gallery of Art",Patrons' Permanent Fund and Special Friends of the National Gallery of Art,Print,,0.0,,,0.0,2939.0,4000.0,640.0,132557.0,,26507.0,2.0,,"Genis, Fred",Fred Genis,Genis,Australian,individual,https://api.nga.gov/iiif/389b7af5-5541-4127-bca4-6e3b622356e8/full/full/0/default.jpg,0.0003561218814943,Australia,AU,Oceania
220957.0,Poem,drypoint in black on Somerset wove paper,"plate: 39.69 × 24.77 cm (15 5/8 × 9 3/4 in.)
sheet: 55.88 × 38.74 cm (22 × 15 1/4 in.)",lower left in graphite: 3/40; lower center in graphite: Poem; lower right in graphite: Bell '08,embossed lower left: [David Krut Workshop] [Jillian Ross],"Bell, Deborah",Deborah Bell,"Christopher and Beverly With, Washington, D.C.; acquired 2019 by the National Gallery of Art",Gift of Christopher and Beverly With in memory of Karl and Gerda With,Print,,0.0,,,0.0,7125.0,10282.0,640.0,220957.0,,51121.0,2.0,,"Ross, Jillian",Jillian Ross,Ross,South African,individual,https://api.nga.gov/iiif/9c8e4384-f711-4997-a186-049a68dd0ae6/full/full/0/default.jpg,0.000175621749778,South Africa,ZA,Africa
194472.0,"Sucre, Bolivia",gelatin silver print,"image: 20.5 × 13.5 cm (8 1/16 × 5 5/16 in.)
sheet: 24.5 × 35 cm (9 5/8 × 13 3/4 in.)","on verso, by Corcoran Gallery of Art, bottom left in graphite: 1993.2v",,"Grazda, Edward",Edward Grazda,"Edward Grazda, New York; FRIENDS of the Corcoran Gallery of Art, Washington, DC, 1993; gift to the Corcoran Gallery of Art, Washington, DC, 1993; acquired by NGA, 2016.",Corcoran Collection (Gift of the FRIENDS of the Corcoran Gallery of Art),Photograph,,0.0,Latin America,Latin America,0.0,2217.0,3394.0,640.0,194472.0,,10285.0,1.0,500286631.0,"Grazda, Ed",Ed Grazda,Grazda,American,individual,https://api.nga.gov/iiif/c9a94bcc-769a-4cae-b0d5-c3466a7600b5/full/full/0/default.jpg,0.709936288331886,United States,US,North America
64021.0,Split Image I,lithograph (stone) in blue-gold on J. Green paper,sheet: 51 x 50.8 cm (20 1/16 x 20 in.),across bottom in graphite: Tam.Imp. / Noemi Smilansky [illegible]; lower right verso in graphite: 2358 / J. Green paper,"BS: Tamarind (T.1), Folkman (T.16)","Smilansky, Noemi",Noemi Smilansky,,Gift of Dorothy J. and Benjamin B. Smith,Print,,0.0,,,0.0,3597.0,3590.0,640.0,64021.0,,5822.0,1.0,500106468.0,"Smilansky, Noemi",Noemi Smilansky,Smilansky,Israeli,individual,https://api.nga.gov/iiif/a0adb5da-17cc-4ba8-8ea9-91ab287723b9/full/full/0/default.jpg,0.0003951489370005,Israel,IL,Asia
48254.0,Tower,lithograph,,,,"Ikeda, Shuzo",Shuzo Ikeda,,Rosenwald Collection,Print,,0.0,,,0.0,2768.0,4000.0,640.0,48254.0,,4415.0,1.0,,"Ikeda, Shuzo",Shuzo Ikeda,Ikeda,Japanese,individual,https://api.nga.gov/iiif/988d4c52-2c2f-4b34-9eef-83ea2da311be/full/full/0/default.jpg,0.0016684066228913,Japan,JP,Asia
39032.0,"Ovid's ""The Art of Love"" (""L'art d'aimer"" d'Ovide)",lithograph,,,,"Maillol, Aristide",Aristide Maillol,,Rosenwald Collection,Print,,0.0,"""L'art d'aimer"" d'Ovide: p.105","""L'art d'aimer"" d'Ovide: p.105 [Guerin 1965 307-318]",0.0,2918.0,4000.0,640.0,39032.0,,2718.0,2.0,500325128.0,"Rosenwald, Lessing Julius",Lessing Julius Rosenwald,Rosenwald,American,individual,https://api.nga.gov/iiif/8ca5bdd5-4d03-4b13-ba00-5b9c00b44e73/full/full/0/default.jpg,0.709936288331886,United States,US,North America
37028.0,Male Head,black granite,overall: 33 x 36.8 x 34.3 cm (13 x 14 1/2 x 13 1/2 in.),,,"Egyptian Ptolemaic Period, Style of",Style of Egyptian Ptolemaic Period,"David Keppel [d. 1956], New York;[1] gift 1949 to NGA.

[1] There is no record as to when or where Mr. Keppel, a print dealer, acquired the sculpture, but by 1949 he had owned it ""for many years"" (see letter from Douglas Lewis to Dr. Nicholas Reeves, 23 January 1989, in NGA curatorial files).",Gift of David Keppel,Sculpture,,0.0,,,1.0,7848.0,9810.0,,37028.0,,2093.0,2.0,,Egyptian Ptolemaic Period,Egyptian Ptolemaic Period,Egyptian Ptolemaic Period,Egyptian,anonymous,https://api.nga.gov/iiif/403c50b1-f3e9-4b80-beab-22edc2fe7e96/full/full/0/default.jpg,1.4635145814836135e-05,Egypt,EG,Africa
